Gene	202003	202006	202009	202012	202103	202106	202109	202112	202203	202206	202209
intergenic	1.7191296240327	1.7389045312025	1.72264778760167	1.66597203713366	1.69754389584949	1.85148726234002	2.02154006999104	1.62157974040545	1.01018376012931	0.883917484899422	0.874690327029467
orf1a	0.916630786442393	0.902159115517487	0.916580111333531	0.942097587051262	0.90796629008656	0.915014451602018	0.909834601131576	0.957025641670443	0.988052247482397	0.966724527385689	0.979230637681138
orf1b	0.80915402810151	0.794673885601845	0.776914888458795	0.747307704899324	0.73066240173788	0.748015831800383	0.728462125427157	0.745874005450876	0.720839780120386	0.745219140317002	0.737746325619567
S	0.967269134453015	0.99321173452371	0.991643767312195	0.992590691460609	1.04476395912352	1.03259485059723	1.03530950856932	0.987610494592561	0.992556326447992	1.03687510344583	1.06346494837698
ORF3a	1.81542724084977	1.9762064141144	1.83904855847845	1.81519378993116	1.75444840122896	1.81120431112218	1.75946429835881	1.72456776069418	1.69639722375578	1.6708066772719	1.63594001281531
E	1.14560897705556	0.948418159468958	1.15751898030326	0.926339117354866	0.898435625172914	0.920707773416398	0.877532093202614	0.956817384083391	0.955521701544071	0.93157620588074	0.814037458299924
M	1.11260292106196	1.14903510362437	1.14932671043465	1.09934529044493	1.10794271425146	1.09199682719463	1.15260727139808	1.2993365110231	1.40415714837254	1.25855441975582	1.13494011715684
ORF6	1.358402885718	1.22637706143763	1.37969826060741	1.21719755295325	1.3166673380656	1.22521910349018	1.24571959343684	1.47205926234713	1.58448324004954	1.43239280701742	1.30023187376547
ORF7a	1.56958126964636	1.71121029372398	1.71172884983891	1.82835680593035	1.95369375967171	2.41734491573163	2.81711562176548	2.00958593846385	1.93432815877486	2.02608230992998	2.04702315644025
ORF7b	1.13367555021124	1.27732842056528	1.38974222876879	1.29916315144443	1.2212439738042	1.06758494870033	1.0948831901612	1.32533859359887	1.37154487480925	1.3436643150302	1.35518735955612
ORF8	1.56491683793865	1.63195423801466	1.66126671151937	1.92096070603111	2.80374481709073	1.65025703449773	1.6369536155767	1.41852458113977	1.40893939864363	1.70973015137305	1.88526707928179
N	1.75189391467937	1.75908987196742	1.78018156253426	1.70684215503341	1.7500619992864	1.69517350921052	1.67623731336296	1.57833569834532	1.68157062379841	1.69003165652943	1.62361121913731
ORF10	1.65611245786514	1.70169587211785	1.31685069997951	1.63963995305354	1.50678078895196	1.77217408632371	1.72053713826023	1.85428141029585	1.80906811408067	1.79024325229531	1.5584990654631
RBD	0.632767790868065	0.708472313169865	0.716558929264289	0.783587994770716	0.852066377803503	0.921960139927722	0.954181301250549	1.23297421352424	1.30192252578973	1.11687580354251	1.19044805978529
NTD	1.30709352469752	1.33203488932384	1.29939973952565	1.30966544935147	1.36132397546002	1.31144300860984	1.39652554469456	1.15283081542896	1.07477622541348	1.25341903188707	1.33357871855279
SpikeOther	0.925818147539763	0.939313799557018	0.946928032996963	0.927345752686236	0.975510891485579	0.956361080490468	0.920531507525084	0.862322632185819	0.881954018379146	0.934920541744591	0.929280582938373
